"id","county","county_code","subcounty","subcounty_code","ward","ward_code","dice_name","dice_code","dice_simple_name","dice_phone"
"328","UASIN GISHU ","27","TURBO ","142","HURUMA ","713","HWWK ELDORET DICE","11","eldoret",
"329","UASIN GISHU ","27","TURBO ","142","KAMAGUT ","710","HWWK ELDORET DICE","11","eldoret",
"330","UASIN GISHU ","27","TURBO ","142","KAPSAOS ","712","HWWK ELDORET DICE","11","eldoret",
"331","UASIN GISHU ","27","TURBO ","142","KIPLOMBE ","711","HWWK ELDORET DICE","11","eldoret",
"332","UASIN GISHU ","27","TURBO ","142","NGENYILEL ","708","HWWK ELDORET DICE","11","eldoret",
"333","UASIN GISHU ","27","TURBO ","142","TAPSAGOI ","709","HWWK ELDORET DICE","11","eldoret",
"334","UASIN GISHU ","27","AINABKOI ","144","AINABKOI/OLARE ","721","NSA BURNTFOREST WELLNESS CENTRE","12","burnt_forest",
"335","UASIN GISHU ","27","AINABKOI ","144","KAPSOYA ","719","NSA BURNTFOREST WELLNESS CENTRE","12","burnt_forest",
"336","UASIN GISHU ","27","AINABKOI ","144","KAPTAGAT ","720","NSA BURNTFOREST WELLNESS CENTRE","12","burnt_forest",
"337","MAKUENI ","17","KAITI ","85","ILIMA ","423","NSA EMALI WELLNESS CENTRE","13","emali",
"338","MAKUENI ","17","KAITI ","85","KEE ","421","NSA EMALI WELLNESS CENTRE","13","emali",
"339","MAKUENI ","17","KAITI ","85","KILUNGU ","422","NSA EMALI WELLNESS CENTRE","13","emali",
"340","MAKUENI ","17","KAITI ","85","UKIA ","420","NSA EMALI WELLNESS CENTRE","13","emali",
"341","MAKUENI ","17","KIBWEZI EAST ","88","IVINGONI/NZAMBANI ","440","NSA EMALI WELLNESS CENTRE","13","emali",
"342","MAKUENI ","17","KIBWEZI EAST ","88","MASONGALENI ","437","NSA EMALI WELLNESS CENTRE","13","emali",
"343","MAKUENI ","17","KIBWEZI EAST ","88","MTITO ANDEI ","438","NSA EMALI WELLNESS CENTRE","13","emali",
"344","MAKUENI ","17","KIBWEZI EAST ","88","THANGE ","439","NSA EMALI WELLNESS CENTRE","13","emali",
"345","MAKUENI ","17","KIBWEZI WEST ","87","EMALI/MULALA ","436","NSA EMALI WELLNESS CENTRE","13","emali",
"346","MAKUENI ","17","KIBWEZI WEST ","87","KIKUMBULYU NORTH ","433","NSA EMALI WELLNESS CENTRE","13","emali",
"347","MAKUENI ","17","KIBWEZI WEST ","87","KIKUMBULYU SOUTH ","434","NSA EMALI WELLNESS CENTRE","13","emali",
"348","MAKUENI ","17","KIBWEZI WEST ","87","MAKINDU ","431","NSA EMALI WELLNESS CENTRE","13","emali",
"349","MAKUENI ","17","KIBWEZI WEST ","87","NGUU/MASUMBA ","435","NSA EMALI WELLNESS CENTRE","13","emali",
"350","MAKUENI ","17","KIBWEZI WEST ","87","NGUUMO ","432","NSA EMALI WELLNESS CENTRE","13","emali",
"351","MAKUENI ","17","KILOME ","84","KASIKEU ","417","NSA EMALI WELLNESS CENTRE","13","emali",
"352","MAKUENI ","17","KILOME ","84","KIIMA KIU/KALANZONI ","419","NSA EMALI WELLNESS CENTRE","13","emali",
"353","MAKUENI ","17","KILOME ","84","MUKAA ","418","NSA EMALI WELLNESS CENTRE","13","emali",
"354","MAKUENI ","17","MAKUENI ","86","KATHONZWENI ","428","NSA EMALI WELLNESS CENTRE","13","emali",
"355","MAKUENI ","17","MAKUENI ","86","KITISE/KITHUKI ","427","NSA EMALI WELLNESS CENTRE","13","emali",
"356","MAKUENI ","17","MAKUENI ","86","MAVINDINI ","426","NSA EMALI WELLNESS CENTRE","13","emali",
"357","MAKUENI ","17","MAKUENI ","86","MBITINI ","430","NSA EMALI WELLNESS CENTRE","13","emali",
"358","MAKUENI ","17","MAKUENI ","86","MUVAU/KIKUUMINI ","425","NSA EMALI WELLNESS CENTRE","13","emali",
"359","MAKUENI ","17","MAKUENI ","86","NZAUI/KILILI/KALAMBA ","429","NSA EMALI WELLNESS CENTRE","13","emali",
"360","MAKUENI ","17","MAKUENI ","86","WOTE ","424","NSA EMALI WELLNESS CENTRE","13","emali",
"361","MAKUENI ","17","MBOONI ","83","KALAWA ","416","NSA EMALI WELLNESS CENTRE","13","emali",
"362","MAKUENI ","17","MBOONI ","83","KITETA/KISAU ","414","NSA EMALI WELLNESS CENTRE","13","emali",
"363","MAKUENI ","17","MBOONI ","83","KITHUNGO/KITUNDU ","413","NSA EMALI WELLNESS CENTRE","13","emali",
"364","MAKUENI ","17","MBOONI ","83","MBOONI ","412","NSA EMALI WELLNESS CENTRE","13","emali",
"365","MAKUENI ","17","MBOONI ","83","TULIMANI ","411","NSA EMALI WELLNESS CENTRE","13","emali",
"366","MAKUENI ","17","MBOONI ","83","WAIA-KAKO ","415","NSA EMALI WELLNESS CENTRE","13","emali",
"367","MOMBASA ","1","JOMVU ","2","JOMVU KUU ","6","NSA JOMVU WELLNESS CENTRE","14","jomvu",
"368","MOMBASA ","1","JOMVU ","2","MIKINDANI ","8","NSA JOMVU WELLNESS CENTRE","14","jomvu",
"369","MOMBASA ","1","JOMVU ","2","MIRITINI ","7","NSA JOMVU WELLNESS CENTRE","14","jomvu",
"370","MOMBASA ","1","CHANGAMWE ","1","AIRPORT ","3","NSA KIPEVU WELLNESS CENTRE","14","kipevu",
"371","MOMBASA ","1","CHANGAMWE ","1","CHAANI ","5","NSA KIPEVU WELLNESS CENTRE","14","kipevu",
"372","MOMBASA ","1","CHANGAMWE ","1","CHANGAMWE ","4","NSA KIPEVU WELLNESS CENTRE","14","kipevu",
"373","MOMBASA ","1","CHANGAMWE ","1","KIPEVU ","2","NSA KIPEVU WELLNESS CENTRE","14","kipevu",
"374","MOMBASA ","1","CHANGAMWE ","1","PORT REITZ ","1","NSA KIPEVU WELLNESS CENTRE","14","kipevu",
"375","KAJIADO ","34","KAJIADO CENTRAL ","184","DALALEKUTUK ","918","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"376","KAJIADO ","34","KAJIADO CENTRAL ","184","ILDAMAT ","917","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"377","KAJIADO ","34","KAJIADO CENTRAL ","184","MATAPATO NORTH ","919","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"378","KAJIADO ","34","KAJIADO CENTRAL ","184","MATAPATO SOUTH ","920","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"379","KAJIADO ","34","KAJIADO CENTRAL ","184","PURKO ","916","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"380","KAJIADO ","34","KAJIADO EAST ","185","IMARORO ","925","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"381","KAJIADO ","34","KAJIADO EAST ","185","KAPUTIEI NORTH ","921","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"382","KAJIADO ","34","KAJIADO EAST ","185","KENYAWA-POKA ","924","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"383","KAJIADO ","34","KAJIADO EAST ","185","KITENGELA ","922","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"384","KAJIADO ","34","KAJIADO EAST ","185","KITENGELA ","922","HWWK KITENGELA WELLNESS CENTRE","20","kitengela",
"385","MACHAKOS","16","MAVOKO","80","ATHI RIVER","394","HWWK KITENGELA WELLNESS CENTRE","20","kitengela",
"386","KAJIADO ","34","KAJIADO EAST ","185","OLOOSIRKON/SHOLINKE ","923","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"387","KAJIADO ","34","KAJIADO NORTH ","183","NGONG ","915","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"388","KAJIADO ","34","KAJIADO NORTH ","183","NKAIMURUNYA ","913","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"389","KAJIADO ","34","KAJIADO NORTH ","183","OLKERI ","911","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"390","KAJIADO ","34","KAJIADO NORTH ","183","OLOOLUA ","914","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"391","KAJIADO ","34","KAJIADO NORTH ","183","ONGATA RONGAI ","912","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"392","KAJIADO ","34","KAJIADO SOUTH ","187","ENTONET/LENKISIM ","931","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"393","KAJIADO ","34","KAJIADO SOUTH ","187","KIMANA ","935","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"394","KAJIADO ","34","KAJIADO SOUTH ","187","KUKU ","933","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"395","KAJIADO ","34","KAJIADO SOUTH ","187","MBIRIKANI/ESELENKEI ","932","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"396","KAJIADO ","34","KAJIADO SOUTH ","187","ROMBO ","934","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"397","KAJIADO ","34","KAJIADO WEST ","186","EWUASO OoNKIDONG'I ","929","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"398","KAJIADO ","34","KAJIADO WEST ","186","ILOODOKILANI ","927","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"399","KAJIADO ","34","KAJIADO WEST ","186","KEEKONYOKIE ","926","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"400","KAJIADO ","34","KAJIADO WEST ","186","MAGADI ","928","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"401","KAJIADO ","34","KAJIADO WEST ","186","MOSIRO ","930","NSA NAMANGA WELLNESS CENTRE","16","namanga",
"402","NAKURU ","32","BAHATI ","174","BAHATI ","869","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"403","NAKURU ","32","BAHATI ","174","DUNDORI ","865","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"404","NAKURU ","32","BAHATI ","174","KABATINI ","866","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"405","NAKURU ","32","BAHATI ","174","KIAMAINA ","867","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"406","NAKURU ","32","BAHATI ","174","LANET/UMOJA ","868","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"407","NAKURU ","32","KURESOI NORTH ","171","KAMARA ","856","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"408","NAKURU ","32","KURESOI NORTH ","171","KIPTORORO ","853","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"409","NAKURU ","32","KURESOI NORTH ","171","NYOTA ","854","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"410","NAKURU ","32","KURESOI NORTH ","171","SIRIKWA ","855","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"411","NAKURU ","32","KURESOI SOUTH ","170","AMALO ","849","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"412","NAKURU ","32","KURESOI SOUTH ","170","KERINGET ","850","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"413","NAKURU ","32","KURESOI SOUTH ","170","KIPTAGICH ","851","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"414","NAKURU ","32","KURESOI SOUTH ","170","TINET ","852","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"415","NAKURU ","32","MOLO ","166","ELBURGON ","827","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"416","NAKURU ","32","MOLO ","166","MARIASHONI ","826","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"417","NAKURU ","32","MOLO ","166","MOLO ","829","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"418","NAKURU ","32","MOLO ","166","TURI ","828","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"419","NAKURU ","32","NJORO ","167","KIHINGO ","832","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"420","NAKURU ","32","NJORO ","167","LARE ","834","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"421","NAKURU ","32","NJORO ","167","MAU NAROK ","830","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"422","NAKURU ","32","NJORO ","167","MAUCHE ","831","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"423","NAKURU ","32","NJORO ","167","NESSUIT ","833","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"424","NAKURU ","32","NJORO ","167","NJORO ","835","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"425","NAKURU ","32","RONGAI ","173","MENENGAI WEST ","860","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"426","NAKURU ","32","RONGAI ","173","MOSOP ","863","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"427","NAKURU ","32","RONGAI ","173","SOIN ","861","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"428","NAKURU ","32","RONGAI ","173","SOLAI ","864","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"429","NAKURU ","32","RONGAI ","173","VISOI ","862","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"430","NAKURU ","32","SUBUKIA ","172","KABAZI ","859","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"431","NAKURU ","32","SUBUKIA ","172","SUBUKIA ","857","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"432","NAKURU ","32","SUBUKIA ","172","WASEGES ","858","NSA SALGAA WELLNESS CENTRE","17","salgaa",
"433","DUMMY","482","MANYATTA ","6300","GATURI SOUTH ","31600","HWWK DUMMY DICE","482","dummy",
"434","DUMMY","482","MANYATTA ","6300","KIRIMARI ","31500","HWWK DUMMY DICE","482","dummy",
"435","DUMMY","482","MANYATTA ","6300","KITHIMU ","31400","HWWK DUMMY DICE","482","dummy",
"436","DUMMY","482","MANYATTA ","6300","MBETI NORTH ","31300","HWWK DUMMY DICE","482","dummy",
"437","DUMMY","482","MANYATTA ","6300","NGINDA ","31200","HWWK DUMMY DICE","482","dummy",
"438","DUMMY","482","MANYATTA ","6300","RUGURU/NGANDORI ","31100","HWWK DUMMY DICE","482","dummy",
"439","DUMMY","482","MBEERE NORTH ","6600","EVURORE ","31000","HWWK DUMMY DICE","482","dummy",
"440","DUMMY","482","MBEERE NORTH ","6600","MUMINJI ","30900","HWWK DUMMY DICE","482","dummy",
"441","DUMMY","482","MBEERE NORTH ","6600","NTHAWA ","30800","HWWK DUMMY DICE","482","dummy",
"442","DUMMY","482","MBEERE SOUTH ","6500","KIAMBERE ","30700","HWWK DUMMY DICE","482","dummy",
"443","DUMMY","482","MBEERE SOUTH ","6500","MAKIMA ","30600","HWWK DUMMY DICE","482","dummy",
"444","DUMMY","482","MBEERE SOUTH ","6500","MAVURIA ","30500","HWWK DUMMY DICE","482","dummy",
"445","DUMMY","482","MBEERE SOUTH ","6500","MBETI SOUTH ","30400","HWWK DUMMY DICE","482","dummy",
"446","DUMMY","482","MBEERE SOUTH ","6500","MWEA ","30300","HWWK DUMMY DICE","482","dummy",
"447","DUMMY","482","RUNYENJES ","6400","CENTRAL  WARD ","30200","HWWK DUMMY DICE","482","dummy",
"448","DUMMY","482","MANYATTA ","6300","GATURI NORTH ","30100","HWWK DUMMY DICE","482","dummy",
"449","DUMMY","482","RUNYENJES ","6400","KAGAARI NORTH ","30000","HWWK DUMMY DICE","482","dummy",
"450","DUMMY","482","RUNYENJES ","6400","KAGAARI SOUTH ","29900","HWWK DUMMY DICE","482","dummy",
"451","DUMMY","482","RUNYENJES ","6400","KYENI NORTH ","29800","HWWK DUMMY DICE","482","dummy",
"452","DUMMY","482","RUNYENJES ","6400","KYENI SOUTH ","29700","HWWK DUMMY DICE","482","dummy",
"453","KAJIADO ","34","KAJIADO EAST ","185","KITENGELA ","922","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"454","KAJIADO ","34","KAJIADO CENTRAL ","184","DALALEKUTUK ","918","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"455","KAJIADO ","34","KAJIADO CENTRAL ","184","ILDAMAT ","917","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"456","KAJIADO ","34","KAJIADO CENTRAL ","184","MATAPATO NORTH ","919","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"457","KAJIADO ","34","KAJIADO CENTRAL ","184","MATAPATO SOUTH ","920","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"458","KAJIADO ","34","KAJIADO CENTRAL ","184","PURKO ","916","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"459","KAJIADO ","34","KAJIADO EAST ","185","IMARORO ","925","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"460","KAJIADO ","34","KAJIADO EAST ","185","KAPUTIEI NORTH ","921","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"461","KAJIADO ","34","KAJIADO EAST ","185","KENYAWA-POKA ","924","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"462","KAJIADO ","34","KAJIADO EAST ","185","OLOOSIRKON/SHOLINKE ","923","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"463","KAJIADO ","34","KAJIADO NORTH ","183","NGONG ","915","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"464","KAJIADO ","34","KAJIADO NORTH ","183","NKAIMURUNYA ","913","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"465","KAJIADO ","34","KAJIADO NORTH ","183","OLKERI ","911","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"466","KAJIADO ","34","KAJIADO NORTH ","183","OLOOLUA ","914","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"467","KAJIADO ","34","KAJIADO NORTH ","183","ONGATA RONGAI ","912","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"468","KAJIADO ","34","KAJIADO SOUTH ","187","ENTONET/LENKISIM ","931","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"469","KAJIADO ","34","KAJIADO SOUTH ","187","KIMANA ","935","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"470","KAJIADO ","34","KAJIADO SOUTH ","187","KUKU ","933","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"471","KAJIADO ","34","KAJIADO SOUTH ","187","MBIRIKANI/ESELENKEI ","932","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"472","KAJIADO ","34","KAJIADO SOUTH ","187","ROMBO ","934","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"473","KAJIADO ","34","KAJIADO WEST ","186","EWUASO OoNKIDONG'I ","929","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"474","KAJIADO ","34","KAJIADO WEST ","186","ILOODOKILANI ","927","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"475","KAJIADO ","34","KAJIADO WEST ","186","KEEKONYOKIE ","926","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"476","KAJIADO ","34","KAJIADO WEST ","186","MAGADI ","928","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
"477","KAJIADO ","34","KAJIADO WEST ","186","MOSIRO ","930","HWWK KITENGELA WELLNESS CENTRE","20","kitengela","254757324758"
